Consensus_Cluster,R0_sampled_mean_val,R0_sampled_lower_ci,R0_sampled_upper_ci,R0_sampled_median_val,R0_sampled_sd_val,R0_sampled_n_mcmc_samples_in_calc,SI_Clust_sampled_mean_val,SI_Clust_sampled_lower_ci,SI_Clust_sampled_upper_ci,SI_Clust_sampled_median_val,SI_Clust_sampled_sd_val,SI_Clust_sampled_n_mcmc_samples_in_calc,CFR_sampled_mean_val,CFR_sampled_lower_ci,CFR_sampled_upper_ci,CFR_sampled_median_val,CFR_sampled_sd_val,CFR_sampled_n_mcmc_samples_in_calc,Presymp_Proportion_sampled_mean_val,Presymp_Proportion_sampled_lower_ci,Presymp_Proportion_sampled_upper_ci,Presymp_Proportion_sampled_median_val,Presymp_Proportion_sampled_sd_val,Presymp_Proportion_sampled_n_mcmc_samples_in_calc,k_sampled_mean_val,k_sampled_lower_ci,k_sampled_upper_ci,k_sampled_median_val,k_sampled_sd_val,k_sampled_n_mcmc_samples_in_calc,IP_sampled_mean_val,IP_sampled_lower_ci,IP_sampled_upper_ci,IP_sampled_median_val,IP_sampled_sd_val,IP_sampled_n_mcmc_samples_in_calc,LP_sampled_mean_val,LP_sampled_lower_ci,LP_sampled_upper_ci,LP_sampled_median_val,LP_sampled_sd_val,LP_sampled_n_mcmc_samples_in_calc,InfP_sampled_mean_val,InfP_sampled_lower_ci,InfP_sampled_upper_ci,InfP_sampled_median_val,InfP_sampled_sd_val,InfP_sampled_n_mcmc_samples_in_calc,Route_resp_mean_val,Route_resp_lower_ci,Route_resp_upper_ci,Route_resp_median_val,Route_resp_sd_val,Route_resp_n_mcmc_samples_in_calc,Route_direct_mean_val,Route_direct_lower_ci,Route_direct_upper_ci,Route_direct_median_val,Route_direct_sd_val,Route_direct_n_mcmc_samples_in_calc,Route_sexual_mean_val,Route_sexual_lower_ci,Route_sexual_upper_ci,Route_sexual_median_val,Route_sexual_sd_val,Route_sexual_n_mcmc_samples_in_calc,Route_animal_mean_val,Route_animal_lower_ci,Route_animal_upper_ci,Route_animal_median_val,Route_animal_sd_val,Route_animal_n_mcmc_samples_in_calc,Route_vector_mean_val,Route_vector_lower_ci,Route_vector_upper_ci,Route_vector_median_val,Route_vector_sd_val,Route_vector_n_mcmc_samples_in_calc
1,5.8869362342313964,2.527726802110388,11.191750084828723,5.237410225621157,2.874802785287304,15000,3.968326917203436,3.0099675953333853,5.056226508978085,3.8841795997037063,0.6844167628810603,15000,0.01587601552609824,1.9122291683198625e-6,0.04008172696654702,0.012154685396922714,0.012567201482557638,15000,0.8035480666666666,0.322,1,0.9662,0.2592566972685642,15000,0.4475965021897198,0.09961375677692534,0.813888990987719,0.4572699597750822,0.1985028371245633,15000,4.665288629279567,3.3372503677554786,6.547203979893646,4.652557345446302,1.002831885279996,15000,4.18634947847266,2.5311508246624665,5.6185949686160175,4.431917156833634,1.1304128644095601,15000,6.119320888982947,3.1338340959262094,10.180834104695714,6.306426939376765,2.2185624484681785,15000,1,1,1,1,0,15000,0,0,0,0,0,15000,0,0,0,0,0,15000,0,0,0,0,0,15000,0,0,0,0,0,15000
2,1.8703745638486946,0.39127953174856533,4.085912613335013,1.6683146710203758,0.9702235597322735,10000,11.896453346399646,3.427231125306827,17.164221516634566,13.819067697501303,4.167893318965982,10000,0.6013499385804834,0.42179059770003297,0.775620068173664,0.5934900798228148,0.07991338777812808,10000,0.008554700000000002,0,0.0368,0,0.014453158592131574,10000,0.5657990027492383,0.181519177344203,1.0536790549399742,0.5792115212375409,0.19286071585477596,10000,7.510925528760944,4.422854870123041,9.371323855917776,7.993969142301594,1.4005444664130495,10000,8.7197298316398,6.082310933495692,12.27,8.152077146889347,2.3362098226890837,10000,5.04053294607773,3.0781234936624786,8.358867945194175,4.3854796734482155,1.7098225697492737,10000,0,0,0,0,0,10000,1,1,1,1,0,10000,0,0,0,0,0,10000,1,1,1,1,0,10000,0,0,0,0,0,10000
3,1.873774549768856,1.4372298049501209,2.834959274478019,1.7279316997085892,0.3966239884530115,10000,2.729217696884701,2.119082125778121,3.362965881142267,2.7230349118215162,0.3185027498691466,10000,0.01193028707715587,2e-4,0.030560220004334716,0.0051745506660939074,0.012103514024684126,10000,0.07305785999999997,0,0.6274,0,0.173275079943867,10000,4.406821800961539,0.6569464028674644,10.082357859142224,3.1320345140004244,3.4641308270367723,10000,1.496102174499039,1.34,1.8473917787949803,1.34,0.17889576384055597,10000,2.136952273065274,1.5150280725184322,3.045254594173114,1.8836216313536867,0.5607122962996862,10000,2.130166122685722,0.5706074138725816,4.446378738821759,1.8947404646450567,1.2368832004643644,10000,1,1,1,1,0,10000,0,0,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0,10000
4,1.4153874468134489,0.41672318711883,3.0765845484960783,1.3771020831075291,0.7444131300145247,5000,12.42887284667096,7.820101591389448,16.213072567281618,12.687363182994188,2.0992044958243694,5000,0.39033459979724755,0.26173051699707467,0.532641641274648,0.3892561395148,0.06916860176550617,5000,0.08117315999999997,0,0.5164,0.001,0.16287976877263977,5000,4.962967330474202,1e-5,48.96855342282787,0.035985914130270524,30.47881670218094,5000,6.693645797371717,5.702041150895155,7.938376682591152,6.648629528934358,0.5570619404271272,5000,7,7,7,7,0,5000,16.199024785763708,9.55659246953262,24.213692527001008,15.943607693117892,3.7756002048598,5000,1,1,1,1,0,5000,0,0,0,0,0,5000,0,0,0,0,0,5000,1,1,1,1,0,5000,0,0,0,0,0,5000
5,1.2983856840378523,0.8,1.8444862509131137,1.2984947687255814,0.352194174982553,5000,9.717939416855193,7.41938851944002,14.255633811448678,9.209587519209222,1.829381391558074,5000,0.05397753702571096,0.02446976719501551,0.08334552970506341,0.05363145231017945,0.015086239540048256,5000,0.39408612000000004,0,1,0.3843,0.34649857682260815,5000,0.4846981020549853,0.21976751440045833,1.0276261102043505,0.42693083308612523,0.21239676918546058,5000,8.557061187120867,6.576836919387342,11.097585228124695,8.448046287014176,1.1446496788965839,5000,3,3,3,3,0,5000,6.329296555005867,3.2215904998854556,10,6.2551919242643725,1.6711471698733977,5000,0,0,0,0,0,5000,1,1,1,1,0,5000,0,0,0,0,0,5000,1,1,1,1,0,5000,0,0,0,0,0,5000
6,1.8101203579293692,1.083518360595311,2.5296625715406713,1.8135737273109078,0.37212303728592927,5000,7.840340066865567,1.6445043656453502,19.00303373289215,6.933070420851315,4.693153409805133,5000,0.09571256666508986,0.08915226443174401,0.10234104275917894,0.09564118966727225,0.003329922164850064,5000,0.057060999999999994,0.0044,0.1146,0.09609999999999999,0.05058675821814868,5000,0.20541532306274343,0.12614216395807407,0.3160195621401022,0.19946144868389853,0.04831669835332602,5000,4.32606683577607,3.7998077956827907,5.022304565549347,4.3031984275717186,0.32819871621274316,5000,6.111605333333333,5,6.81,6.1033333333333335,0.4540351910568756,5000,8.202739000878829,4.252941837732754,12.404,8.124,2.1746344005289466,5000,1,1,1,1,0,5000,0,0,0,0,0,5000,0,0,0,0,0,5000,0,0,0,0,0,5000,0,0,0,0,0,5000
