"K","Average_Silhouette_Width"
2,0.372870006129226
3,0.495770717341237
4,0.637834472554219
5,0.656819961538192
6,0.554123191109066
7,0.497889608616534
8,0.370897868675154
9,0.196666435169109
10,NA
