Consensus_Cluster,R0_sampled_mean_val,R0_sampled_lower_ci,R0_sampled_upper_ci,R0_sampled_median_val,R0_sampled_sd_val,R0_sampled_n_mcmc_samples_in_calc,SI_Clust_sampled_mean_val,SI_Clust_sampled_lower_ci,SI_Clust_sampled_upper_ci,SI_Clust_sampled_median_val,SI_Clust_sampled_sd_val,SI_Clust_sampled_n_mcmc_samples_in_calc,CFR_sampled_mean_val,CFR_sampled_lower_ci,CFR_sampled_upper_ci,CFR_sampled_median_val,CFR_sampled_sd_val,CFR_sampled_n_mcmc_samples_in_calc,IP_sampled_mean_val,IP_sampled_lower_ci,IP_sampled_upper_ci,IP_sampled_median_val,IP_sampled_sd_val,IP_sampled_n_mcmc_samples_in_calc,LP_sampled_mean_val,LP_sampled_lower_ci,LP_sampled_upper_ci,LP_sampled_median_val,LP_sampled_sd_val,LP_sampled_n_mcmc_samples_in_calc,InfP_sampled_mean_val,InfP_sampled_lower_ci,InfP_sampled_upper_ci,InfP_sampled_median_val,InfP_sampled_sd_val,InfP_sampled_n_mcmc_samples_in_calc,k_sampled_mean_val,k_sampled_lower_ci,k_sampled_upper_ci,k_sampled_median_val,k_sampled_sd_val,k_sampled_n_mcmc_samples_in_calc,Route_resp_mean_val,Route_resp_lower_ci,Route_resp_upper_ci,Route_resp_median_val,Route_resp_sd_val,Route_resp_n_mcmc_samples_in_calc,Route_direct_mean_val,Route_direct_lower_ci,Route_direct_upper_ci,Route_direct_median_val,Route_direct_sd_val,Route_direct_n_mcmc_samples_in_calc,Route_sexual_mean_val,Route_sexual_lower_ci,Route_sexual_upper_ci,Route_sexual_median_val,Route_sexual_sd_val,Route_sexual_n_mcmc_samples_in_calc,Route_animal_mean_val,Route_animal_lower_ci,Route_animal_upper_ci,Route_animal_median_val,Route_animal_sd_val,Route_animal_n_mcmc_samples_in_calc,Route_vector_mean_val,Route_vector_lower_ci,Route_vector_upper_ci,Route_vector_median_val,Route_vector_sd_val,Route_vector_n_mcmc_samples_in_calc
1,7.322321736240437,3.0042944810388956,11.616043914433092,7.419338780326208,2.585591697248838,1000,3.5474548593604203,2.983899292088331,4.198148732897844,3.4582892600643165,0.38386405908641225,1000,0.00790588846503123,1.0622968982054854e-4,0.022709629624864662,0.005672681282183485,0.00637400467605707,1000,4.038884329773856,3.2464754565431213,5.028439029319598,3.9672455560862883,0.6504971239316328,1000,3.544119036220433,2.5068862070131783,4.545578776159181,3.616322567865992,0.8575105295468194,1000,5.008126597356908,3.581397778487121,7.418775358028849,4.4846395748921335,1.1690542011798735,1000,0.4032528448747669,0.09281183003464763,0.8127814327736731,0.374221246981998,0.2209869381513219,1000,1,1,1,1,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000
2,2.00251819453926,0.8,3.3579301249827997,1.8126829869854069,0.7730858441491206,1500,7.268262123355923,2.9847743903333868,15.815406538831612,6.912500163252487,3.262949592966738,1500,0.05851825744813193,0.022128801271553852,0.10879890822777241,0.052102413330598604,0.029717800528237557,1500,6.12758106771205,3.922118728838426,9.727299873757342,5.947367939075436,1.7055469261468452,1500,4.848466335158794,3,6.706666666666666,5.4291409785994915,1.3667530182684013,1500,8.225061015199636,3.478562159225497,12.335528953135853,8.508000000000001,2.212721928551788,1500,0.34783937897924977,0.07131749375558072,0.7917543509631175,0.2935454646670704,0.20723628625093526,1500,0.6666666666666666,0,1,1,0.4715617342423894,1500,0.3333333333333333,0,1,0,0.4715617342423894,1500,0,0,0,0,0,1500,0.3333333333333333,0,1,0,0.4715617342423894,1500,0,0,0,0,0,1500
3,2.011582783423215,0.5794398894995494,4.458114109583609,1.7147289794379663,1.0494456877237834,1000,12.018201154662384,3.6154926552497195,17.372078119397763,13.955986287173955,4.194229726827647,1000,0.6065220780056652,0.578,0.6424107202415847,0.6062658904610168,0.019267987238494502,1000,7.672762651859243,4.8815215487660515,9.471358078371258,8.069172639853788,1.3270548469807824,1000,8.753041697246646,6.0711238117909225,12.27,8.111459437942877,2.3454280644433623,1000,4.869616044320233,2.5950804208497558,8.3825,4.20798950665572,2.0028221843222918,1000,0.5575930789632854,0.16805885757100836,1.0457369204123086,0.5776522914204529,0.20060991838736358,1000,0,0,0,0,0,1000,1,1,1,1,0,1000,0,0,0,0,0,1000,1,1,1,1,0,1000,0,0,0,0,0,1000
4,1.8885045041912913,1.4096848085568028,2.9664239881873216,1.7248767041406006,0.4292106429249774,1000,2.7483165511216234,2.1520988727366173,3.41175937406933,2.73302443820364,0.3245661217894241,1000,0.012645307924960185,2e-4,0.03144699898610464,0.0074398549772401144,0.012706341630950765,1000,1.5084939824150765,1.34,1.8788484797813818,1.34,0.19169952695628031,1000,2.1074770600307366,1.52561229634134,2.9932806595743937,1.9367141983061993,0.5323159286161091,1000,2.1656131169323336,0.5689904146665048,4.570260515871236,1.9822885766953091,1.2585271395132924,1000,4.19489137905184,0.5555884824846825,9.648423370696829,3.200133691514387,3.4083175075400667,1000,1,1,1,1,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000
5,1.3878608381194433,0.4187964575813409,3.053803458013666,1.3520538281482741,0.7539885456151895,500,11.49672976069578,6.4760315079154855,15.617123822673252,11.492710799448854,2.3831493782088087,500,0.4002195695523138,0.3173522052152403,0.45858676646890073,0.40085159948178073,0.037739838854891954,500,6.572318982753229,5.4860618563129435,7.653401467435419,6.581999636929719,0.5387601407645342,500,7,7,7,7,0,500,16.54463615336338,9.786243149107612,24.990771825039538,16.16092538823963,3.8350417708991063,500,1.4497696763463908,1e-5,16.394518674072188,0.033841343377992716,8.83643717242502,500,1,1,1,1,0,500,0,0,0,0,0,500,0,0,0,0,0,500,1,1,1,1,0,500,0,0,0,0,0,500
