Consensus_Cluster,R0_sampled_mean_val,R0_sampled_lower_ci,R0_sampled_upper_ci,R0_sampled_median_val,R0_sampled_sd_val,R0_sampled_n_mcmc_samples_in_calc,SI_Clust_sampled_mean_val,SI_Clust_sampled_lower_ci,SI_Clust_sampled_upper_ci,SI_Clust_sampled_median_val,SI_Clust_sampled_sd_val,SI_Clust_sampled_n_mcmc_samples_in_calc,CFR_sampled_mean_val,CFR_sampled_lower_ci,CFR_sampled_upper_ci,CFR_sampled_median_val,CFR_sampled_sd_val,CFR_sampled_n_mcmc_samples_in_calc,Presymp_Proportion_sampled_mean_val,Presymp_Proportion_sampled_lower_ci,Presymp_Proportion_sampled_upper_ci,Presymp_Proportion_sampled_median_val,Presymp_Proportion_sampled_sd_val,Presymp_Proportion_sampled_n_mcmc_samples_in_calc,Route_resp_mean_val,Route_resp_lower_ci,Route_resp_upper_ci,Route_resp_median_val,Route_resp_sd_val,Route_resp_n_mcmc_samples_in_calc,Route_direct_mean_val,Route_direct_lower_ci,Route_direct_upper_ci,Route_direct_median_val,Route_direct_sd_val,Route_direct_n_mcmc_samples_in_calc,Route_sexual_mean_val,Route_sexual_lower_ci,Route_sexual_upper_ci,Route_sexual_median_val,Route_sexual_sd_val,Route_sexual_n_mcmc_samples_in_calc,Route_animal_mean_val,Route_animal_lower_ci,Route_animal_upper_ci,Route_animal_median_val,Route_animal_sd_val,Route_animal_n_mcmc_samples_in_calc,Route_vector_mean_val,Route_vector_lower_ci,Route_vector_upper_ci,Route_vector_median_val,Route_vector_sd_val,Route_vector_n_mcmc_samples_in_calc
1,1.0262112379623807,0.006556509004932278,4.800350611117432,0.186728829975571,3.65432085084793,20000,11.054692826032616,1.6765022970334964,27.82477387338397,9.981550991279736,6.283313563818825,20000,0.12202679831161353,5.633631679864443e-9,0.350737852753675,0.07606334553303602,0.12805202577596086,20000,0.38362058,0.0688,0.667,0.3964,0.27171036802203197,20000,0,0,0,0,0,20000,0.75,0,1,1,0.433023527615733,20000,0.25,0,1,0,0.433023527615733,20000,0.75,0,1,1,0.433023527615733,20000,0.5,0,1,0.5,0.5000125004687695,20000
2,6.335906736000302,3.617176553544429,11.095525862385335,5.0712985783182525,2.366281923547875,15000,3.419828836719834,2.7981571291062344,4.187679699110511,3.3972607389403175,0.3430502755942752,15000,0.017719374629444118,0.0036106065302960763,0.03393710691194265,0.019025232612366827,0.008997151376792236,15000,0.8268671866666667,0.543,0.9878,0.942,0.1944018783893476,15000,1,1,1,1,0,15000,0,0,0,0,0,15000,0,0,0,0,0,15000,0,0,0,0,0,15000,0,0,0,0,0,15000
3,2.025818735887139,1.3845226186582231,3.2088722383126544,1.7353299645588023,0.5614590227001696,30000,4.374844729685214,2.7411899055428064,12.659614278737441,3.491992015511163,2.5716533634171403,30000,0.0313297378085547,1.7923449524709947e-4,0.10577155168475424,0.023062378174476872,0.030745292300516015,30000,0.15589180666666666,0.0548,0.5238049999999996,0.063,0.15700156115956806,30000,1,1,1,1,0,30000,0,0,0,0,0,30000,0,0,0,0,0,30000,0,0,0,0,0,30000,0,0,0,0,0,30000
4,0.7639727014085486,0.02968733108284191,2.0698214014498073,0.48259148156769294,0.6872852352995187,25000,11.378352355904408,2.9625486064660884,17.10060186790645,12.606342487541987,3.963263744001966,25000,0.5530694752627211,0.3730432351740995,0.640890031391881,0.5976936039086016,0.088135257525104,25000,0.22558812,0.0368,0.372,0.1918,0.12006079547733225,25000,0.4,0,1,0,0.48990774680947324,25000,0.6,0,1,1,0.48990774680947324,25000,0,0,0,0,0,25000,1,1,1,1,0,25000,0,0,0,0,0,25000
