Cluster_ID_Iter,R0_sampled_mean,R0_sampled_lowerCI,R0_sampled_upperCI,CFR_sampled_mean,CFR_sampled_lowerCI,CFR_sampled_upperCI,IP_sampled_mean,IP_sampled_lowerCI,IP_sampled_upperCI,Route_resp_mean,Route_resp_lowerCI,Route_resp_upperCI,Route_direct_mean,Route_direct_lowerCI,Route_direct_upperCI,Route_sexual_mean,Route_sexual_lowerCI,Route_sexual_upperCI,Route_animal_mean,Route_animal_lowerCI,Route_animal_upperCI,Route_vector_mean,Route_vector_lowerCI,Route_vector_upperCI,N_iterations_in_summary
1,5.177565649447326,0.6717681027823035,30.185523517160593,0.36244768768093644,0.012860319987433165,0.9,760.1601587871363,3.947575695934269,4305.491050546377,0.46442189732352274,0,1,0.5591379099314858,0,1,0.2722674750601996,0,1,0.2541560429508572,0,0.9,0.14424944255950448,0,0.625,500
2,6.073614676441301,0.6648322401862814,36.497566421478524,0.37834246101066177,0.012868525591505937,0.9,864.7324553254876,3.933068281175355,4549.465873775591,0.4664048319327731,0,1,0.5602851809009703,0,1,0.2894380989237801,0,1,0.25168678256727794,0,0.9,0.13087438071044882,0,0.625,500
3,5.906499695527895,0.6650375755261904,34.00255175968666,0.3894521938495033,0.012323071039925929,0.9,847.516166382776,3.976621287738512,4706.625784712001,0.4832956765800419,0,1,0.5691462955603048,0,1,0.2678218659393583,0,1,0.2929125803075493,0,0.9,0.12352598673256569,0,0.625,500
4,5.838574913056561,0.6354541903355859,33.89995056943534,0.3500446093108114,0.0116008292541952,0.9,675.3871151429556,3.908760027412641,4222.464368587705,0.47882725061316395,0,1,0.5504034751797909,0,1,0.23850955206644062,0,1,0.28836255876046896,0,1,0.14461180062627432,0,0.625,500
