Consensus_Cluster,R0_sampled_mean_val,R0_sampled_lower_ci,R0_sampled_upper_ci,R0_sampled_median_val,R0_sampled_sd_val,R0_sampled_n_mcmc_samples_in_calc,SI_Clust_sampled_mean_val,SI_Clust_sampled_lower_ci,SI_Clust_sampled_upper_ci,SI_Clust_sampled_median_val,SI_Clust_sampled_sd_val,SI_Clust_sampled_n_mcmc_samples_in_calc,CFR_sampled_mean_val,CFR_sampled_lower_ci,CFR_sampled_upper_ci,CFR_sampled_median_val,CFR_sampled_sd_val,CFR_sampled_n_mcmc_samples_in_calc,Presymp_Proportion_sampled_mean_val,Presymp_Proportion_sampled_lower_ci,Presymp_Proportion_sampled_upper_ci,Presymp_Proportion_sampled_median_val,Presymp_Proportion_sampled_sd_val,Presymp_Proportion_sampled_n_mcmc_samples_in_calc,k_sampled_mean_val,k_sampled_lower_ci,k_sampled_upper_ci,k_sampled_median_val,k_sampled_sd_val,k_sampled_n_mcmc_samples_in_calc,LatentPeriod_sampled_mean_val,LatentPeriod_sampled_lower_ci,LatentPeriod_sampled_upper_ci,LatentPeriod_sampled_median_val,LatentPeriod_sampled_sd_val,LatentPeriod_sampled_n_mcmc_samples_in_calc,InfectiousPeriod_sampled_mean_val,InfectiousPeriod_sampled_lower_ci,InfectiousPeriod_sampled_upper_ci,InfectiousPeriod_sampled_median_val,InfectiousPeriod_sampled_sd_val,InfectiousPeriod_sampled_n_mcmc_samples_in_calc,IncubationPeriod_sampled_mean_val,IncubationPeriod_sampled_lower_ci,IncubationPeriod_sampled_upper_ci,IncubationPeriod_sampled_median_val,IncubationPeriod_sampled_sd_val,IncubationPeriod_sampled_n_mcmc_samples_in_calc,Route_resp_mean_val,Route_resp_lower_ci,Route_resp_upper_ci,Route_resp_median_val,Route_resp_sd_val,Route_resp_n_mcmc_samples_in_calc,Route_direct_mean_val,Route_direct_lower_ci,Route_direct_upper_ci,Route_direct_median_val,Route_direct_sd_val,Route_direct_n_mcmc_samples_in_calc,Route_sexual_mean_val,Route_sexual_lower_ci,Route_sexual_upper_ci,Route_sexual_median_val,Route_sexual_sd_val,Route_sexual_n_mcmc_samples_in_calc,Route_animal_mean_val,Route_animal_lower_ci,Route_animal_upper_ci,Route_animal_median_val,Route_animal_sd_val,Route_animal_n_mcmc_samples_in_calc,Route_vector_mean_val,Route_vector_lower_ci,Route_vector_upper_ci,Route_vector_median_val,Route_vector_sd_val,Route_vector_n_mcmc_samples_in_calc
1,7.092849202265312,2.3846309095552414,14.998754512580847,5.950429340390844,3.4223295065861934,1000,3.5581765049114207,2.9898827587132595,4.210110713680282,3.413131598382307,0.42702073420093545,1000,0.008121918751579927,0,0.020966549439025754,0.0067083002149225905,0.007471852701544327,1000,0.9605418,0.816395,1,0.9978,0.0595867847570052,1000,0.39691266310687034,0.07937749367887613,0.8983844454429881,0.3243738312096911,0.27222828873548693,1000,3.547280785260216,2.384231514267007,4.563015042607498,3.817081896925986,0.8798197215190848,1000,4.9620605838901435,2.1112384077219715,9.39189708511512,4.468222302609075,1.886593542998239,1000,4.024497785253605,3.0764218246203483,5.195423849817922,4.074218082516876,0.7078244886121473,1000,1,1,1,1,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000
2,3.051253851993172,1.4687647459968478,5.333465394124978,2.8686334392747233,1.0062190666933881,500,4.833765833746398,4.526341514405656,5.173867823790318,4.830067357848915,0.17227381208497874,500,0.02884379666025118,0,0.07001658376830558,0.027084983772848816,0.016126779239688888,500,0.6301323999999999,0,1,0.886,0.4451312012011807,500,0.5591773986211961,0.3113578704170298,0.7931034044308245,0.5666120849973935,0.12645025072068533,500,5.415896683937343,4.492091590662476,5.958656623877033,5.472375302329706,0.354623922797026,500,9.392760558847716,0,20.092809267983696,9.336510012188866,4.510444839375041,500,5.527675193597118,4.021643129384583,7.499471239308252,5.576417588461261,1.1101209085290773,500,1,1,1,1,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500
3,1.967722160631718,0.21700975696822825,9.16021037648293,1.6095081615030544,1.9108722580308302,1000,12.1366838570962,2.1758938598266173,18.987455101087768,13.295260564768483,4.456108782098298,1000,0.6061388222785306,0.4458740877062564,0.8062473228726893,0.5991602932157312,0.08693726551433184,1000,0.092751,0,0.332,0.0117,0.13956093469697525,1000,0.5956162621221114,0.053058859436906324,2.342252968851997,0.5662794698651041,0.5398187297428569,1000,8.10549981015919,6.107273838347635,11.65054507019353,7.120616284180176,1.8162202322663712,1000,4.553193839156338,1.3122931389818089,12.130435777005196,3.330703631481118,2.6933306765747527,1000,7.748852730831946,3.813924552567889,10.319835389390345,8.138070517322895,1.5611209190490885,1000,0,0,0,0,0,1000,1,1,1,1,0,1000,0,0,0,0,0,1000,1,1,1,1,0,1000,0,0,0,0,0,1000
4,1.901686160912358,0.7814806639745178,4.921358031114931,1.6507037796025483,0.9712723522914288,1000,2.7375881606272037,1.3554553383208507,4.080050091403362,2.8564786964525686,0.7653385903266312,1000,0.012430322483326688,1.7152591638522533e-4,0.034253913659143674,0.00208877939435602,0.012870360314353731,1000,0.08887260000000001,0,0.9956050000000001,0,0.21852044232280154,1000,4.172455860871492,0.48723077951097,9.628809097530068,2.4673706798978645,3.3848913289619316,1000,2.121420022503694,1.5250515980767,2.9938784740831603,1.8741133393745761,0.5430714022191088,1000,2.174271543127096,0.4748013443811879,4.461272117767254,1.7510308234774716,1.2931971735515282,1000,1.6619973707436626,1.042251296275118,2.0670324599270593,1.6664295145716075,0.2661409323846454,500,1,1,1,1,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0,1000
5,1.2556916358304104,0.07540335397921695,5.7723791668738755,0.716766073865445,1.6466476453590058,500,11.918850122588866,0.7968677334145553,16.755431446362067,12.714600044196814,3.9923820768225307,500,0.39960310391449244,0.17832980051805641,0.6515459385429552,0.3996660227991163,0.11328621052716394,500,0.008855487804878047,0,0.0694,0,0.019299448592363246,328,6.051123725201406,0,46.911316526848566,0.06088374714050194,13.160680747572167,500,NA,NA,NA,NA,NA,0,16.40046190610429,8.49777707740251,24.695971520662873,16.32804602753486,3.901242856961428,500,6.401887049896518,1.1041801882220663,11.295468860904325,6.610753602652055,2.0693361521514166,500,1,1,1,1,0,500,0,0,0,0,0,500,0,0,0,0,0,500,1,1,1,1,0,500,0,0,0,0,0,500
6,1.8046444004695363,1.7172619095403197,1.8943500584325192,1.8033249546572434,0.04811653655738341,500,8.80712632528402,3.6094916588032637,15.526357030034731,8.424624181787735,2.643341654154884,500,0.053370216056468724,0,0.11706661133996066,0.04737273764237956,0.036984934284756535,500,0.33738559999999995,0,1,0.2282,0.3656343725381991,500,0.33097155999184397,0,0.8403308086830503,0.3018310164550816,0.2069626056115121,500,NA,NA,NA,NA,NA,0,4.261620149588693,1.7031025219279292,7.328323179133655,3.719426928326314,1.8368457504461257,500,8.51187014378137,0,22.695936979454913,7.775689898628,5.198967352676531,500,0,0,0,0,0,500,1,1,1,1,0,500,0,0,0,0,0,500,1,1,1,1,0,500,0,0,0,0,0,500
7,1.5963564895145221,0,3.6135647879572415,1.4674728963478656,1.240219186683967,500,8.360444168551593,0,16.91120203719586,8.241857573716613,4.272011556180933,500,0.09607185508031588,0.08962146165344112,0.10176703873816076,0.09622867241364474,0.003219184937169336,500,0.1600124,0.1278,0.193305,0.172,0.02501700115788995,500,0.19957900135341322,0.13301313358903108,0.2673446671072159,0.19855847199122684,0.03461246334617905,500,NA,NA,NA,NA,NA,0,4.948367915040326,2.9098277709676443,6.829371130873232,4.983725524424823,1.003482572064399,500,4.370267722487502,3.656068910949637,5.3586504264882295,4.292785347848465,0.47665400636619054,500,1,1,1,1,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500
