K,Average_Silhouette_Width
2,0.23222433295170603
3,0.24847984397743084
4,0.2363818348638555
5,0.3532512749066297
6,0.3870270436164231
7,0.29717779008167056
8,0.17453870412780353
9,0.14809566428003182
