Cluster_ID_Iter,R0_sampled_mean,R0_sampled_lowerCI,R0_sampled_upperCI,SI_Clust_sampled_mean,SI_Clust_sampled_lowerCI,SI_Clust_sampled_upperCI,CFR_sampled_mean,CFR_sampled_lowerCI,CFR_sampled_upperCI,k_sampled_mean,k_sampled_lowerCI,k_sampled_upperCI,LatentPeriod_sampled_mean,LatentPeriod_sampled_lowerCI,LatentPeriod_sampled_upperCI,InfectiousPeriod_sampled_mean,InfectiousPeriod_sampled_lowerCI,InfectiousPeriod_sampled_upperCI,IncubationPeriod_sampled_mean,IncubationPeriod_sampled_lowerCI,IncubationPeriod_sampled_upperCI,Route_resp_mean,Route_resp_lowerCI,Route_resp_upperCI,Route_direct_mean,Route_direct_lowerCI,Route_direct_upperCI,Route_sexual_mean,Route_sexual_lowerCI,Route_sexual_upperCI,Route_animal_mean,Route_animal_lowerCI,Route_animal_upperCI,Route_vector_mean,Route_vector_lowerCI,Route_vector_upperCI,N_iterations_in_summary
1,3.0420887699007935,0.1749939013573109,13.203268056072044,7.4633394793309105,1.577935411461232,16.600233327810905,0.22335766509477964,1.738712639043917e-4,0.6938866891694521,2.0555168972386815,0,17.547988298384077,5.012840452970369,1.9534672444750905,11.568309060632547,6.30776233431762,1.673923879985663,20.583385880042776,5.74551596170776,1.1939244267665963,12.897288231066849,0.6221000000000001,0,1,0.3779,0,1,0,0,0,0.5309,0,1,0,0,0,500
2,3.3642683996941107,0.16911413246469753,13.634244074534404,7.714736775619599,2.0239923748763173,17.24638938386494,0.22438952582848712,2.0331273053185667e-4,0.692185408387096,1.758670648576951,0,14.683431457189323,5.175067030321237,1.9756978915477506,11.28472371261092,6.478536868141466,1.6531186996163312,21.012060929110397,5.816967232871985,1.3665436659659775,12.396723936622461,0.6235000000000002,0,1,0.3765,0,1,0,0,0,0.5185000000000003,0,1,0,0,0,500
3,3.2509905756905995,0.16296796548140136,13.11200354165656,7.906805609042472,1.7663993497737258,17.21151493486616,0.2172338328817395,2.403821053383461e-5,0.6999256894468798,1.7275470638843344,0,9.220099965549018,5.13948530592733,2.007341140501485,11.089585326171125,6.796453115622817,1.761333814899462,20.565865324898184,5.770273080945599,1.4241885587352003,11.677127972481312,0.6391666666666665,0,1,0.36083333333333323,0,1,0,0,0,0.5238333333333334,0,1,0,0,0,500
4,3.227203452187794,0.1681581967655299,13.824383391930777,8.101014611126491,1.9746305319131432,17.759851436110203,0.23925886116149062,1.6263257463033882e-4,0.7022323471490401,1.9658276869224702,0,14.795307399479718,5.161862488713105,1.984480422457585,11.106935707488473,6.746205500031679,1.76915041023811,21.983225886864965,5.893145558597387,1.280886221248243,12.74101696609167,0.6051666666666667,0,1,0.3948333333333332,0,1,0,0,0,0.5595000000000001,0,1,0,0,0,500
5,2.9261572641109583,0.1695093544049087,12.604878424571963,8.208297987227484,1.8858910102854078,17.481497456212807,0.23880234811466775,1.744651851244763e-4,0.6890974312432909,2.29071949709659,0,20.232790373409784,5.111457138982723,1.986833192123057,10.944045385510854,6.892652561576122,1.725289445664608,20.70245207540659,5.754975389667549,1.4227181081107698,11.355631844981046,0.6359999999999999,0,1,0.36400000000000005,0,1,0,0,0,0.548,0,1,0,0,0,500
6,3.0833629480245,0.27559541328730164,12.89564821851036,7.726001093306421,1.6560665635675633,17.125041855886494,0.21963886655742038,1.6016847775650778e-4,0.7045476463592593,2.158439811285372,0,11.845085947470778,4.9469062374741615,2.012047753308131,11.117409360409704,6.241634965124222,1.6970056101412552,19.861291666841986,5.808027848002029,1.3628627103331548,14.067911788343771,0.6398333333333333,0,1,0.36016666666666675,0,1,0,0,0,0.5061666666666665,0,1,0,0,0,500
